competitor,Discipline,Sex,Nationality,mark_numeric,Predicted_World_Record_Breaker,Probability_World_Record_Breaker,World_Record_Correct,Actual_World_Record_Breaker,Actual_National_Record_Breaker,Actual_Personal_Best_Breaker
Hagos GEBRHIWET,5000-metres,male,ETH,766.82,Yes,0.99989724,No,No,No,No
Thierry NDIKUMWENAYO,5000-metres,male,ESP,767.67,Yes,0.99989724,No,No,No,Yes
Yomif KEJELCHA,5000-metres,male,ETH,767.84,Yes,0.99989724,No,No,No,No
Graham BLANKS,5000-metres,male,USA,768.2,Yes,0.99978846,No,No,No,Yes
Birhanu BALEW,5000-metres,male,BRN,768.67,Yes,0.99989724,No,No,Yes,Yes
Yomif KEJELCHA,5000-metres,male,ETH,769.07,Yes,0.99989724,No,No,No,No
Yomif KEJELCHA,5000-metres,male,ETH,769.46,Yes,0.99989724,No,No,No,No
Graham BLANKS,5000-metres,male,USA,769.51,Yes,0.99978846,No,No,No,Yes
Mezgebu SIME,5000-metres,male,ETH,769.8,Yes,0.9999734,No,No,No,Unknown
Berihu AREGAWI,5000-metres,male,ETH,770.45,Yes,0.9999454,No,No,No,No
Kuma GIRMA,5000-metres,male,ETH,770.69,Yes,0.9999734,No,No,No,Yes
Dominic Lokinyomo LOBALU,5000-metres,male,SUI,770.87,Yes,0.99997723,No,No,Yes,Yes
Jacob KROP,5000-metres,male,KEN,771.16,Yes,0.99989164,No,No,No,No
Nico YOUNG,5000-metres,male,USA,771.56,Yes,0.9992907,No,No,No,Yes
Jimmy GRESSIER,5000-metres,male,FRA,771.59,Yes,0.999879,No,No,Yes,Yes
Mezgebu SIME,5000-metres,male,ETH,771.86,Yes,0.9999734,No,No,No,Unknown
Jimmy GRESSIER,5000-metres,male,FRA,773.36,Yes,0.999879,No,No,Yes,Yes
Samuel TEFERA,5000-metres,male,ETH,773.44,Yes,0.9999454,No,No,No,Yes
Birhanu BALEW,5000-metres,male,BRN,773.51,Yes,0.99989724,No,No,No,Yes
Mohamed ABDILAAHI,5000-metres,male,GER,773.63,Yes,0.9999757,No,No,Yes,Yes
Jimmy GRESSIER,5000-metres,male,FRA,774.92,Yes,0.999879,No,No,Yes,Yes
Adriaan WILDSCHUTT,5000-metres,male,RSA,775.02,Yes,0.99997723,No,No,Yes,Yes
Soufiane EL BAKKALI,5000-metres,male,MAR,775.49,Yes,0.99987924,No,No,No,Yes
Nico YOUNG,5000-metres,male,USA,775.71,Yes,0.9992907,No,No,No,Yes
Etienne DAGUINOS,5000-metres,male,FRA,775.76,Yes,0.99990976,No,No,Yes,Yes
Dominic Lokinyomo LOBALU,5000-metres,male,SUI,776.42,Yes,0.99997723,No,No,Yes,No
Birhanu BALEW,5000-metres,male,BRN,776.45,Yes,0.99989724,No,No,No,No
Yann SCHRUB,5000-metres,male,FRA,776.57,Yes,0.999879,No,No,No,Yes
Nicholas KIPKORIR,5000-metres,male,KEN,776.81,Yes,0.99997723,No,No,No,No
Cooper TEARE,5000-metres,male,USA,777.05,Yes,0.99989164,No,No,No,Yes
Kuma GIRMA,5000-metres,male,ETH,777.46,Yes,0.9999734,No,No,No,Yes
Etienne DAGUINOS,5000-metres,male,FRA,777.49,Yes,0.99990976,No,No,No,Yes
Cornelius KEMBOI,5000-metres,male,KEN,777.8,Yes,0.99989164,No,No,No,Yes
Cole HOCKER,5000-metres,male,USA,777.82,Yes,0.99978846,No,No,No,Yes
Cooper TEARE,5000-metres,male,USA,777.97,Yes,0.99989164,No,No,No,Yes
Oscar CHELIMO,5000-metres,male,UGA,778.13,Yes,0.99978846,No,No,No,Yes
Adriaan WILDSCHUTT,5000-metres,male,RSA,778.2,Yes,0.99987924,No,No,Yes,Yes
Hagos GEBRHIWET,5000-metres,male,ETH,778.21,Yes,0.99989724,No,No,No,No
Cole HOCKER,5000-metres,male,USA,778.3,Yes,0.99989164,No,No,No,Yes
Ky ROBINSON,5000-metres,male,AUS,778.38,Yes,0.9998933,No,No,No,Yes
Amon KEMBOI,5000-metres,male,KEN,778.51,Yes,0.99987924,No,No,No,Yes
Eduardo HERRERA,5000-metres,male,MEX,778.57,Yes,0.99987924,No,No,Yes,Yes
Luis GRIJALVA,5000-metres,male,GUA,778.58,Yes,0.9999757,No,No,No,No
Mathew Kipchumba KIPSANG,5000-metres,male,KEN,778.61,Yes,0.99987924,No,No,No,Unknown
Isaac KIMELI,5000-metres,male,BEL,778.78,Yes,0.99989724,No,No,No,Yes
Santiago CATROFE,5000-metres,male,URU,779.26,Yes,0.99997723,No,No,Yes,Yes
Jimmy GRESSIER,5000-metres,male,FRA,779.33,Yes,0.999879,No,No,No,No
Jack RAYNER,5000-metres,male,AUS,779.43,Yes,0.99989724,No,No,No,Yes
Telahun Haile BEKELE,5000-metres,male,ETH,779.59,Yes,0.9992229,No,No,No,No
Ky ROBINSON,5000-metres,male,AUS,779.61,Yes,0.9276245,No,No,No,Yes
Gulveer SINGH,5000-metres,male,IND,779.77,Yes,0.9982943,No,No,Yes,Yes
Brian Muange MUSAU,5000-metres,male,KEN,779.82,Yes,0.99387205,No,No,No,Unknown
Brian Muange MUSAU,5000-metres,male,KEN,779.82,Yes,0.99387205,No,No,No,Unknown
Biniam MEHARY,5000-metres,male,ETH,779.95,Yes,0.99821126,No,No,No,Unknown
Biniam MEHARY,5000-metres,male,ETH,779.95,Yes,0.99821126,No,No,No,Unknown
Nico YOUNG,5000-metres,male,USA,780.07,No,1.5070985e-05,Yes,No,No,Yes
Keneth KIPROP,5000-metres,male,UGA,780.49,No,9.4048715e-05,Yes,No,No,Yes
Jimmy GRESSIER,5000-metres,male,FRA,780.54,No,4.3904318e-05,Yes,No,No,No
Birhanu BALEW,5000-metres,male,BRN,780.55,No,6.204369e-05,Yes,No,No,No
Grant FISHER,5000-metres,male,USA,780.79,No,4.3988137e-05,Yes,No,No,No
Yann SCHRUB,5000-metres,male,FRA,781.34,No,4.3904318e-05,Yes,No,No,Yes
Isaac KIMELI,5000-metres,male,BEL,781.39,No,6.204369e-05,Yes,No,No,Yes
Saymon AMANUEL,5000-metres,male,ERI,781.85,No,0.00019731293,Yes,No,No,Unknown
Saymon AMANUEL,5000-metres,male,ERI,781.85,No,0.00019731293,Yes,No,No,Unknown
Elie SINDAYIKENGDERA,5000-metres,male,BDI,781.96,No,2.4501056e-05,Yes,No,No,Unknown
Jakob INGEBRIGTSEN,5000-metres,male,NOR,782.0,No,2.944703e-05,Yes,No,No,No
Darragh MCELHINNEY,5000-metres,male,IRL,782.06,No,2.7568165e-05,Yes,No,No,Yes
Romain LEGENDRE,5000-metres,male,FRA,782.08,No,3.536131e-05,Yes,No,No,Yes
Ky ROBINSON,5000-metres,male,AUS,782.34,No,3.5912326e-05,Yes,No,No,Yes
Mike FOPPEN,5000-metres,male,NED,782.43,No,4.3988137e-05,Yes,No,Yes,Yes
Olin HACKER,5000-metres,male,USA,782.58,No,4.3988137e-05,Yes,No,No,Yes
Keneth KIPROP,5000-metres,male,UGA,782.69,No,9.4048715e-05,Yes,No,No,Yes
Valentin SOCA,5000-metres,male,URU,782.85,No,1.5070985e-05,Yes,No,Yes,Unknown
Denis KIPKOECH,5000-metres,male,KEN,783.17,No,9.4048715e-05,Yes,No,No,Unknown
Denis KIPKOECH,5000-metres,male,KEN,783.17,No,9.4048715e-05,Yes,No,No,Unknown
Justyn KNIGHT,5000-metres,male,CAN,783.21,No,6.204369e-05,Yes,No,No,No
Andrew Kiptoo ALAMISI,5000-metres,male,KEN,783.3,No,9.4048715e-05,Yes,No,No,Unknown
Andrew Kiptoo ALAMISI,5000-metres,male,KEN,783.3,No,9.4048715e-05,Yes,No,No,Unknown
Biniam MEHARY,5000-metres,male,ETH,783.57,No,0.00019731293,Yes,No,No,Unknown
Biniam MEHARY,5000-metres,male,ETH,783.57,No,0.00019731293,Yes,No,No,Unknown
Mathew Kipchumba KIPSANG,5000-metres,male,KEN,783.67,No,4.3988137e-05,Yes,No,No,Unknown
John HEYMANS,5000-metres,male,BEL,783.87,No,6.204369e-05,Yes,No,No,Yes
Emile HAFASHIMANA,5000-metres,male,BDI,783.97,No,0.00019731293,Yes,No,No,Yes
Mahadi ABDI ALI,5000-metres,male,NED,784.05,No,4.3988137e-05,Yes,No,Yes,Yes
Mezgebu SIME,5000-metres,male,ETH,784.51,No,0.00019731293,Yes,No,No,Unknown
Jacob KROP,5000-metres,male,KEN,784.81,No,2.944703e-05,Yes,No,No,No
Narve Gilje NORDÅS,5000-metres,male,NOR,784.85,No,0.00018411694,Yes,No,No,Yes
Habtom SAMUEL,5000-metres,male,ERI,784.92,No,2.4501056e-05,Yes,No,No,Yes
Kasey KNEVELBAARD,5000-metres,male,USA,784.98,No,4.3988137e-05,Yes,No,No,Yes
Scott BEATTIE,5000-metres,male,GBR,784.99,No,0.00017237109,Yes,No,No,Yes
Jacob KROP,5000-metres,male,KEN,785.04,No,2.944703e-05,Yes,No,No,No
Mohamed ABDILAAHI,5000-metres,male,GER,785.21,No,0.00017237109,Yes,No,No,No
Ky ROBINSON,5000-metres,male,AUS,785.23,No,3.5912326e-05,Yes,No,No,Yes
Morgan BEADLESCOMB,5000-metres,male,USA,785.47,No,0.00018411694,Yes,No,No,Yes
Santiago CATROFE,5000-metres,male,URU,785.52,No,0.00018411694,Yes,No,Yes,Yes
Egide NTAKARUTIMANA,5000-metres,male,BDI,785.71,No,6.204369e-05,Yes,No,No,No
Nicholas GRIGGS,5000-metres,male,IRL,785.75,No,9.4048715e-05,Yes,No,No,Unknown
Habtom SAMUEL,5000-metres,male,ERI,785.87,No,2.4501056e-05,Yes,No,No,Yes
Gemechu DIDA,5000-metres,male,ETH,785.89,No,7.01673e-05,Yes,No,No,No
Mike FOPPEN,5000-metres,male,NED,785.94,No,4.3988137e-05,Yes,No,No,No
Tim VERBAANDERT,5000-metres,male,NED,786.14,No,2.944703e-05,Yes,No,No,Yes
William KINCAID,5000-metres,male,USA,786.15,No,4.3988137e-05,Yes,No,No,No
Eduardo HERRERA,5000-metres,male,MEX,786.36,No,4.3988137e-05,Yes,No,Yes,Yes
Mohamed ABDILAAHI,5000-metres,male,GER,786.38,No,3.536131e-05,Yes,No,No,No
Khairi BEJIGA,5000-metres,male,ETH,786.53,No,0.00019731293,Yes,No,No,Unknown
Khairi BEJIGA,5000-metres,male,ETH,786.53,No,0.00019731293,Yes,No,No,Unknown
Emmanuel Kiprop KIPRUTO,5000-metres,male,KEN,786.71,No,2.944703e-05,Yes,No,No,Yes
Nicholas KIPKORIR,5000-metres,male,KEN,786.92,No,0.00018411694,Yes,No,No,No
Mike FOPPEN,5000-metres,male,NED,786.95,No,4.3988137e-05,Yes,No,No,No
Khairi BEJIGA,5000-metres,male,ETH,786.95,No,0.00019731293,Yes,No,No,Unknown
Khairi BEJIGA,5000-metres,male,ETH,786.95,No,0.00019731293,Yes,No,No,Unknown
Magnus Tuv MYHRE,5000-metres,male,NOR,786.98,No,2.944703e-05,Yes,No,No,Yes
Hagos GEBRHIWET,5000-metres,male,ETH,787.02,No,6.204369e-05,Yes,No,No,No
Denis KIPKOECH,5000-metres,male,KEN,787.02,No,9.4048715e-05,Yes,No,No,Unknown
Denis KIPKOECH,5000-metres,male,KEN,787.02,No,9.4048715e-05,Yes,No,No,Unknown
Saymon AMANUEL,5000-metres,male,ERI,787.14,No,0.00019731293,Yes,No,No,Unknown
Saymon AMANUEL,5000-metres,male,ERI,787.14,No,0.00019731293,Yes,No,No,Unknown
Emmanuel Moi MARU,5000-metres,male,KEN,787.29,No,2.944703e-05,Yes,No,No,Yes
Ahmed MUHUMED,5000-metres,male,USA,787.49,No,4.3988137e-05,Yes,No,No,Yes
Isaac KIMELI,5000-metres,male,BEL,787.67,No,6.204369e-05,Yes,No,No,No
Rocky HANSEN,5000-metres,male,USA,787.77,No,2.944703e-05,Yes,No,No,Unknown
Amon KEMBOI,5000-metres,male,KEN,787.83,No,4.3988137e-05,Yes,No,No,Yes
Dylan JACOBS,5000-metres,male,USA,787.89,No,2.944703e-05,Yes,No,No,Yes
Brian FAY,5000-metres,male,IRL,788.25,No,0.00017237109,Yes,No,No,No
Narve Gilje NORDÅS,5000-metres,male,NOR,788.33,No,0.00018411694,Yes,No,No,No
Grant FISHER,5000-metres,male,USA,788.51,No,4.3988137e-05,Yes,No,No,No
Santiago CATROFE,5000-metres,male,URU,788.76,No,0.00018411694,Yes,No,Yes,Yes
John HEYMANS,5000-metres,male,BEL,788.93,No,6.204369e-05,Yes,No,No,Yes
Magnus Tuv MYHRE,5000-metres,male,NOR,789.12,No,2.944703e-05,Yes,No,No,Yes
Florian BREMM,5000-metres,male,GER,789.17,No,3.536131e-05,Yes,No,No,Unknown
Ishmael Rokitto KIPKURUI,5000-metres,male,KEN,789.24,No,9.4048715e-05,Yes,No,No,No
Cole HOCKER,5000-metres,male,USA,789.36,No,2.944703e-05,Yes,No,No,No
Jude THOMAS,5000-metres,male,AUS,789.36,No,1.0707063e-05,Yes,No,No,Unknown
Eduardo HERRERA,5000-metres,male,MEX,789.5,No,4.3988137e-05,Yes,No,No,Yes
Geordie BEAMISH,5000-metres,male,NZL,789.8,No,4.3988137e-05,Yes,No,Yes,Yes
Samuel TEFERA,5000-metres,male,ETH,789.8,No,7.01673e-05,Yes,No,No,No
Ishmael Rokitto KIPKURUI,5000-metres,male,KEN,789.82,No,9.4048715e-05,Yes,No,No,No
Benson KIPLANGAT,5000-metres,male,KEN,789.9,No,9.626001e-06,Yes,No,No,No
Edwin KURGAT,5000-metres,male,KEN,789.91,No,4.3988137e-05,Yes,No,No,No
Yaseen ABDALLA,5000-metres,male,SUD,789.99,No,1.5070985e-05,Yes,No,Yes,Unknown
Hagos GEBRHIWET,5000-metres,male,ETH,790.08,No,6.204369e-05,Yes,No,No,No
Cornelius KEMBOI,5000-metres,male,KEN,790.6,No,2.944703e-05,Yes,No,No,No
Charles PHILIBERT-THIBOUTOT,5000-metres,male,CAN,790.71,No,6.204369e-05,Yes,No,No,Yes
Niels LAROS,5000-metres,male,NED,790.86,No,9.4048715e-05,Yes,No,No,Yes
Célestin NDIKUMANA,5000-metres,male,BDI,790.93,No,3.5912326e-05,Yes,No,No,Yes
Magnus Tuv MYHRE,5000-metres,male,NOR,791.01,No,2.944703e-05,Yes,No,No,No
Fabien PALCAU,5000-metres,male,FRA,791.03,No,4.3904318e-05,Yes,No,No,Unknown
Andrew COSCORAN,5000-metres,male,IRL,791.05,No,4.3904318e-05,Yes,No,No,Unknown
Brian Muange MUSAU,5000-metres,male,KEN,791.34,No,9.4048715e-05,Yes,No,No,Unknown
Brian Muange MUSAU,5000-metres,male,KEN,791.34,No,9.4048715e-05,Yes,No,No,Unknown
Maximilian THORWIRTH,5000-metres,male,GER,791.37,No,4.3904318e-05,Yes,No,No,Yes
Elie SINDAYIKENGDERA,5000-metres,male,BDI,791.64,No,2.4501056e-05,Yes,No,No,Unknown
Patrick Kiptoo KIPROP,5000-metres,male,KEN,791.67,No,2.944703e-05,Yes,No,No,Yes
Etienne DAGUINOS,5000-metres,male,FRA,791.72,No,3.536131e-05,Yes,No,No,Yes
Victor KIMUTAI,5000-metres,male,KEN,791.77,No,2.944703e-05,Yes,No,No,Yes
Habtom SAMUEL,5000-metres,male,ERI,791.78,No,2.4501056e-05,Yes,No,No,Yes
Dan KIBET,5000-metres,male,UGA,791.78,No,9.626001e-06,Yes,No,No,Yes
Olin HACKER,5000-metres,male,USA,791.82,No,4.3988137e-05,Yes,No,No,No
Harbert KIBET,5000-metres,male,UGA,791.87,No,9.4048715e-05,Yes,No,No,Unknown
Richard ETIR,5000-metres,male,KEN,791.9,No,9.626001e-06,Yes,No,No,No
Dylan JACOBS,5000-metres,male,USA,791.97,No,2.944703e-05,Yes,No,No,No
Filip INGEBRIGTSEN,5000-metres,male,NOR,792.1,No,4.3988137e-05,Yes,No,No,No
Brian FAY,5000-metres,male,IRL,792.1,No,0.00017237109,Yes,No,No,No
Isaac Kibet NDIEMA,5000-metres,male,KEN,792.12,No,0.00018411694,Yes,No,No,No
Darragh MCELHINNEY,5000-metres,male,IRL,792.17,No,2.7568165e-05,Yes,No,No,Yes
Khairi BEJIGA,5000-metres,male,ETH,792.48,No,0.00019731293,Yes,No,No,Unknown
Khairi BEJIGA,5000-metres,male,ETH,792.48,No,0.00019731293,Yes,No,No,Unknown
Jonas RAESS,5000-metres,male,SUI,792.52,No,4.3988137e-05,Yes,No,No,No
Kieran LUMB,5000-metres,male,CAN,792.54,No,0.0002346684,Yes,No,No,Yes
Rocky HANSEN,5000-metres,male,USA,792.65,No,2.944703e-05,Yes,No,No,Unknown
Sam PARSONS,5000-metres,male,GER,792.69,No,4.3904318e-05,Yes,No,No,Yes
Kelvin KIPLAGAT,5000-metres,male,KEN,792.74,No,9.626001e-06,Yes,No,No,Unknown
Marco LANGON,5000-metres,male,USA,792.89,No,9.4048715e-05,Yes,No,No,Unknown
Graham BLANKS,5000-metres,male,USA,792.94,No,1.5070985e-05,Yes,No,No,No
Elzan BIBIĆ,5000-metres,male,SRB,793.06,No,0.00018411694,Yes,No,Yes,Yes
Isaac KIMELI,5000-metres,male,BEL,793.06,No,6.204369e-05,Yes,No,No,No
Valentin SOCA,5000-metres,male,URU,793.1,No,4.493266e-06,Yes,No,Yes,Unknown
Sean MCGORTY,5000-metres,male,USA,793.11,No,4.3988137e-05,Yes,No,No,No
Abdisa FAYISA,5000-metres,male,ETH,793.16,No,0.00019731293,Yes,No,No,Unknown
Ky ROBINSON,5000-metres,male,AUS,793.17,No,3.5912326e-05,Yes,No,No,No
Fabien PALCAU,5000-metres,male,FRA,793.24,No,4.3904318e-05,Yes,No,No,Unknown
Mathew Kipchumba KIPSANG,5000-metres,male,KEN,793.33,No,4.3988137e-05,Yes,No,No,Unknown
Morgan BEADLESCOMB,5000-metres,male,USA,793.37,No,4.3988137e-05,Yes,No,No,No
Cole HOCKER,5000-metres,male,USA,793.41,No,2.944703e-05,Yes,No,No,No
Tim VERBAANDERT,5000-metres,male,NED,793.41,No,2.944703e-05,Yes,No,No,Yes
Casey CLINGER,5000-metres,male,USA,793.46,No,0.00018411694,Yes,No,No,Yes
Sam PARSONS,5000-metres,male,GER,793.48,No,4.3904318e-05,Yes,No,No,No
Parker WOLFE,5000-metres,male,USA,793.49,No,9.626001e-06,Yes,No,No,Yes
Narve Gilje NORDÅS,5000-metres,male,NOR,793.5,No,0.00018411694,Yes,No,No,No
Nico YOUNG,5000-metres,male,USA,793.51,No,1.5070985e-05,Yes,No,No,No
Kazuya SHIOJIRI,5000-metres,male,JPN,793.59,No,4.3904318e-05,Yes,No,No,Yes
Ky ROBINSON,5000-metres,male,AUS,793.6,No,3.5912326e-05,Yes,No,No,No
Magnus Tuv MYHRE,5000-metres,male,NOR,793.67,No,2.944703e-05,Yes,No,No,No
Emile HAFASHIMANA,5000-metres,male,BDI,793.68,No,0.00019731293,Yes,No,No,Yes
Denis KIPNGETICH,5000-metres,male,KEN,793.71,No,4.493266e-06,Yes,No,No,Yes
Hagos GEBRHIWET,5000-metres,male,ETH,793.73,No,6.204369e-05,Yes,No,No,No
Jackson SHARP,5000-metres,male,AUS,793.8,No,7.01673e-05,Yes,No,No,Yes
Alexander YEE,5000-metres,male,GBR,793.89,No,4.3904318e-05,Yes,No,No,Yes
Denis KIPKOECH,5000-metres,male,KEN,793.97,No,9.4048715e-05,Yes,No,No,Unknown
Denis KIPKOECH,5000-metres,male,KEN,793.97,No,9.4048715e-05,Yes,No,No,Unknown
Mike FOPPEN,5000-metres,male,NED,793.97,No,4.3988137e-05,Yes,No,No,No
Jonas RAESS,5000-metres,male,SUI,794.03,No,4.3988137e-05,Yes,No,No,No
Valentin SOCA,5000-metres,male,URU,794.09,No,4.493266e-06,Yes,No,Yes,Unknown
Jackson SHARP,5000-metres,male,AUS,794.12,No,7.01673e-05,Yes,No,No,Yes
Marco LANGON,5000-metres,male,USA,794.16,No,9.4048715e-05,Yes,No,No,Unknown
Yonah MATEIKO,5000-metres,male,KEN,794.24,No,2.944703e-05,Yes,No,No,Unknown
Stanley Waithaka MBURU,5000-metres,male,KEN,794.32,No,2.944703e-05,Yes,No,No,No
Rocky HANSEN,5000-metres,male,USA,794.43,No,2.944703e-05,Yes,No,No,Unknown
Charles WHEELER,5000-metres,male,GBR,794.51,No,4.3904318e-05,Yes,No,No,Yes
Seth O'DONNELL,5000-metres,male,AUS,794.57,No,3.5912326e-05,Yes,No,No,Unknown
Ryuto IGAWA,5000-metres,male,JPN,794.58,No,2.7568165e-05,Yes,No,No,Unknown
Urgessa NEGASSA,5000-metres,male,ETH,794.59,No,0.00019731293,Yes,No,No,Unknown
Jack ROWE,5000-metres,male,GBR,794.62,No,4.3904318e-05,Yes,No,No,Yes
Mahadi ABDI ALI,5000-metres,male,NED,794.72,No,4.3988137e-05,Yes,No,No,Yes
Jonas RAESS,5000-metres,male,SUI,794.78,No,4.3988137e-05,Yes,No,No,No
Etienne DAGUINOS,5000-metres,male,FRA,794.87,No,3.536131e-05,Yes,No,No,Yes
Mezgebu SIME,5000-metres,male,ETH,794.92,No,0.00019731293,Yes,No,No,Unknown
Awet Nftalem KIBRAB,5000-metres,male,NOR,794.93,No,4.3988137e-05,Yes,No,No,Yes
Andrew HUNTER,5000-metres,male,USA,794.95,No,4.3988137e-05,Yes,No,No,Yes
Joel Ibler LILLESØ,5000-metres,male,DEN,794.98,No,2.4501056e-05,Yes,No,Yes,Yes
Nagiya MORI,5000-metres,male,JPN,795.07,No,2.7568165e-05,Yes,No,No,Yes
Dylan JACOBS,5000-metres,male,USA,795.07,No,2.944703e-05,Yes,No,No,No
Sam PARSONS,5000-metres,male,GER,795.09,No,4.3904318e-05,Yes,No,No,No
Ishmael Rokitto KIPKURUI,5000-metres,male,KEN,795.14,No,9.4048715e-05,Yes,No,No,No
Amon KEMBOI,5000-metres,male,KEN,795.22,No,4.3988137e-05,Yes,No,No,Yes
Bob LIKING,5000-metres,male,USA,795.28,No,1.5070985e-05,Yes,No,No,Yes
Ybeltal GASHAHUN,5000-metres,male,ETH,795.32,No,0.00019731293,Yes,No,No,Unknown
Ybeltal GASHAHUN,5000-metres,male,ETH,795.32,No,0.00019731293,Yes,No,No,Unknown
Brian BARRAZA,5000-metres,male,USA,795.44,No,4.3988137e-05,Yes,No,No,Yes
Florian BREMM,5000-metres,male,GER,795.49,No,3.536131e-05,Yes,No,No,Unknown
Sam GILMAN,5000-metres,male,USA,795.58,No,2.944703e-05,Yes,No,No,Yes
Kasey KNEVELBAARD,5000-metres,male,USA,795.61,No,4.3988137e-05,Yes,No,No,Yes
Emmanuel Kiprop KIPRUTO,5000-metres,male,KEN,795.87,No,2.944703e-05,Yes,No,No,No
Gemechu DIDA,5000-metres,male,ETH,795.91,No,7.01673e-05,Yes,No,No,No
Anthony CAMERIERI,5000-metres,male,USA,795.98,No,2.944703e-05,Yes,No,No,Yes
Evans KURUI,5000-metres,male,KEN,796.01,No,2.944703e-05,Yes,No,No,Unknown
Kiprono SITONIK,5000-metres,male,KEN,796.13,No,1.5070985e-05,Yes,No,No,Yes
Davor Aaron BIENENFELD,5000-metres,male,GER,796.14,No,4.3904318e-05,Yes,No,No,Yes
Stewart MCSWEYN,5000-metres,male,AUS,796.2,No,6.204369e-05,Yes,No,No,No
Hamza CHAHID,5000-metres,male,MAR,796.2,No,1.5070985e-05,Yes,No,No,Unknown
Darragh MCELHINNEY,5000-metres,male,IRL,796.26,No,2.7568165e-05,Yes,No,No,Yes
Denis KIPKOECH,5000-metres,male,KEN,796.28,No,9.4048715e-05,Yes,No,No,Unknown
Denis KIPKOECH,5000-metres,male,KEN,796.28,No,9.4048715e-05,Yes,No,No,Unknown
Shadrack KIPKEMEI,5000-metres,male,KEN,796.29,No,9.626001e-06,Yes,No,No,Unknown
Keita SATOH,5000-metres,male,JPN,796.29,No,9.626001e-06,Yes,No,No,Yes
Ahmed DAHER,5000-metres,male,DJI,796.33,No,6.204369e-05,Yes,No,No,Unknown
Awet Nftalem KIBRAB,5000-metres,male,NOR,796.37,No,4.3988137e-05,Yes,No,No,No
Andreas ALMGREN,5000-metres,male,SWE,796.38,No,4.3988137e-05,Yes,No,No,No
Gilbert Kipkosgei KIPROTICH,5000-metres,male,KEN,796.39,No,2.944703e-05,Yes,No,No,Unknown
Reynold CHERUIYOT,5000-metres,male,KEN,796.4,No,9.4048715e-05,Yes,No,No,Yes
Mebuki SUZUKI,5000-metres,male,JPN,796.43,No,2.7568165e-05,Yes,No,No,Yes
Thomas RATCLIFFE,5000-metres,male,USA,796.56,No,4.3988137e-05,Yes,No,No,Yes
Tomonori YAMAGUCHI,5000-metres,male,JPN,796.56,No,4.2065667e-06,Yes,No,No,Unknown
Toby GILLEN,5000-metres,male,AUS,796.71,No,7.01673e-05,Yes,No,No,Unknown
Thierry NDIKUMWENAYO,5000-metres,male,ESP,796.78,No,6.204369e-05,Yes,No,No,No
Gary MARTIN,5000-metres,male,USA,796.82,No,9.626001e-06,Yes,No,No,Unknown
Tadesse GETAHON,5000-metres,male,ISR,796.88,No,4.3904318e-05,Yes,No,Unknown,Unknown
Andrew Kiptoo ALAMISI,5000-metres,male,KEN,796.9,No,9.4048715e-05,Yes,No,No,Unknown
Andrew Kiptoo ALAMISI,5000-metres,male,KEN,796.9,No,9.4048715e-05,Yes,No,No,Unknown
Mahadi ABDI ALI,5000-metres,male,NED,796.98,No,4.3988137e-05,Yes,No,No,Yes
Thomas RATCLIFFE,5000-metres,male,USA,797.03,No,4.3988137e-05,Yes,No,No,Yes
Drew BOSLEY,5000-metres,male,USA,797.06,No,2.944703e-05,Yes,No,No,No
Eduardo HERRERA,5000-metres,male,MEX,797.08,No,4.3988137e-05,Yes,No,No,No
Evans KURUI,5000-metres,male,KEN,797.16,No,2.944703e-05,Yes,No,No,Unknown
Valentin GONDOUIN,5000-metres,male,FRA,797.18,No,0.00017237109,Yes,No,No,Unknown
Santiago CATROFE,5000-metres,male,URU,797.26,No,0.00018411694,Yes,No,Yes,Yes
Laban Kiptoo KOSGEI,5000-metres,male,KEN,797.26,No,9.4048715e-05,Yes,No,No,Unknown
Laban Kiptoo KOSGEI,5000-metres,male,KEN,797.26,No,9.4048715e-05,Yes,No,No,Unknown
Felix Kiptarus KORIR,5000-metres,male,KEN,797.28,No,9.626001e-06,Yes,No,No,No
Andrew HUNTER,5000-metres,male,USA,797.35,No,4.3988137e-05,Yes,No,No,Yes
Filip INGEBRIGTSEN,5000-metres,male,NOR,797.39,No,4.3988137e-05,Yes,No,No,No
Eduardo HERRERA,5000-metres,male,MEX,797.49,No,4.3988137e-05,Yes,No,No,No
Thomas VANOPPEN,5000-metres,male,BEL,797.53,No,7.01673e-05,Yes,No,No,Unknown
Florian BREMM,5000-metres,male,GER,797.54,No,3.536131e-05,Yes,No,No,Unknown
Seth O'DONNELL,5000-metres,male,AUS,797.57,No,3.5912326e-05,Yes,No,No,Unknown
Athanas KIOKO,5000-metres,male,KEN,797.64,No,4.3988137e-05,Yes,No,No,No
Masaya TSURUKAWA,5000-metres,male,JPN,797.64,No,4.2065667e-06,Yes,No,No,Unknown
Dominic Lokinyomo LOBALU,5000-metres,male,SUI,797.7,No,0.00018411694,Yes,No,No,No
Birhanu BALEW,5000-metres,male,BRN,797.7,No,6.204369e-05,Yes,No,No,No
Luis GRIJALVA,5000-metres,male,GUA,797.74,No,0.00017237109,Yes,No,No,No
Birhanu BALEW,5000-metres,male,BRN,797.75,No,6.204369e-05,Yes,No,No,No
Egide NTAKARUTIMANA,5000-metres,male,BDI,797.76,No,6.204369e-05,Yes,No,No,No
Olin HACKER,5000-metres,male,USA,797.8,No,4.3988137e-05,Yes,No,No,No
